------------------------------------------------------------------------------
RESULTS FOR THE UNIFORMITY OF P-VALUES AND THE PROPORTION OF PASSING SEQUENCES
------------------------------------------------------------------------------
   generator is <C:\Users\Admin-desuu\IdeaProjects\university-diploma\src\main\resources\encrypted\des\text\10.txt>
------------------------------------------------------------------------------
 C1  C2  C3  C4  C5  C6  C7  C8  C9 C10  P-VALUE  PROPORTION  STATISTICAL TEST
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  0   0 100   0   0   0   0   0   0   0  0.000000   1.000 *  NonOverlappingTemplate
  9   6  10  14   9   7  12  16   8   9  0.455937   0.990    OverlappingTemplate
  7  15  11   8   9   6   5  14  12  13  0.275709   1.000    Universal
  4   8  15   7  14  11  11   8   9  13  0.304126   1.000    ApproximateEntropy
  8   4   7  10   8   5   6   3   4   4  0.275709   0.983    RandomExcursions
  7   5   5   7   7   6   8   3   4   7  0.719747   1.000    RandomExcursions
  1   3   7   6   6   7   7   7   8   7  0.334538   1.000    RandomExcursions
  5   7   4   2   6   8   6   7   9   5  0.437274   1.000    RandomExcursions
  3   6   5   6  10   4   4   8   3  10  0.115387   1.000    RandomExcursions
  9   4   6   4   3   5   5   7   4  12  0.080519   0.966    RandomExcursions
  6   8   9   2  13   2   8   1   7   3  0.000883   1.000    RandomExcursions
  5   5   6   5   8   9   5   4   7   5  0.719747   1.000    RandomExcursions
  5   6   8   6   3   7   7   9   5   3  0.474986   1.000    RandomExcursionsVariant
  8   2   4   5   8   6   9   6   6   5  0.401199   1.000    RandomExcursionsVariant
  7   4   4   3   6   7  10   6   5   7  0.437274   1.000    RandomExcursionsVariant
  7   5   5   4   2   9   9   4   5   9  0.181557   1.000    RandomExcursionsVariant
  8   5   2   6   8   3   5   7   5  10  0.202268   1.000    RandomExcursionsVariant
  6   7   3   8   5   6   5   7   4   8  0.678686   0.983    RandomExcursionsVariant
  6   7   0  11   9   4   2   5   7   8  0.012650   0.983    RandomExcursionsVariant
  4   9   3   7   8   6   7   2   6   7  0.304126   1.000    RandomExcursionsVariant
  5   6   6  11   6   7   5   5   6   2  0.304126   1.000    RandomExcursionsVariant
  7   1   6   7   3   7   7   6   9   6  0.275709   0.983    RandomExcursionsVariant
  6   4   5   5   8   6   9   5   6   5  0.759756   0.983    RandomExcursionsVariant
  4   6   6   6   6   6   9   4   5   7  0.798139   1.000    RandomExcursionsVariant
  3   7  10   2   2   9   9   4   8   5  0.028817   1.000    RandomExcursionsVariant
  5   3  12   6   4   3   7   6   6   7  0.129620   1.000    RandomExcursionsVariant
  5   8   5   7   7   6   5   4   5   7  0.867692   1.000    RandomExcursionsVariant
  8   4   3  11   8   5   7   3   6   4  0.129620   1.000    RandomExcursionsVariant
  5   7   5  10  11   5   3   1   8   4  0.025193   1.000    RandomExcursionsVariant
  5   6   5  10   5   6   6   7   4   5  0.678686   1.000    RandomExcursionsVariant
 13  11  12  13   7   6   6  11  13   8  0.554420   0.990    Serial
 17  12   9   9  11  10   9  10   6   7  0.514124   0.980    Serial
  7   6   6   9  11  12  12  11   9  17  0.334538   0.990    LinearComplexity

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Мінімальне прохідне значення для кожного статистичного тесту, за винятком
тестів random excursion (variant) приблизно = 0.960

Мінімальне прохідне значення для тестів random excursion (variant)
приблизно = 0.949
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
